code2011,area
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001180000,50876.011796492407
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001190000,40007.375707184139
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001200000,32956.474547816906
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001210000,42816.980446362919
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001221000,23877.418138214816
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001222000,14227.530890188818
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001223000,22735.809753982558
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001230000,42195.899144551491
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001240000,64359.370904307732
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001250000,67104.426417453404
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001270000,51399.653072756213
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001280000,31454.071746012465
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001290000,49759.337226983451
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001300000,39267.085617457145
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001310000,33506.902798266703
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001320000,52331.700319714153
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001330000,80073.12438161546
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001340000,37459.195562656343
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001350000,52547.38438760495
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001360000,65559.595656351768
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001370000,49177.65769815485
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001380000,52846.541301754893
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001390000,46417.828135309654
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001400000,45820.339885671405
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001410000,46158.983952883536
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001420000,30079.294410817056
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001430000,52505.520471771451
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001440000,129248.49998215746
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001450000,44603.527467606953
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001460000,82426.952591418201
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001470000,24683.366086139293
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001480000,97951.822402024045
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001490000,52532.794661036336
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001500000,77751.639448383896
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001510000,19931.383931856457
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001520000,30479.155281383239
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001530000,72289.893350919316
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001540000,64826.125809320314
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001550000,45512.824578378015
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001561000,23358.287068482547
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001562000,54296.992668571096
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001570000,75395.631748321903
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001580000,70192.270823097555
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001590000,90379.362775100686
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001600000,73129.938769298533
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001610000,94018.944742397609
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001620000,104188.25609384
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001640000,75671.384790026728
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001650000,55806.510557410307
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001660000,48539.238911123764
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001670000,69626.273816903908
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001700000,52076.737472703491
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001710000,70509.153911536865
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001730000,84619.360216185625
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001740000,263642.26434164232
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001750000,6442.3549388020474
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001760000,86864.398183017445
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001770000,89779.755994096893
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001780000,48594.328465095299
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001790000,55226.60695497736
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001800000,30335.233542148177
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001810000,17183.551599826842
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001820000,49969.148844721349
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001830000,19997.726266304035
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001840000,130241.20193895642
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001850000,83856.640777819499
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001860000,70918.383672763215
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001870000,51576.541504477049
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001880000,51133.164415030507
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001890000,66188.811921881017
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001900000,35067.109325723686
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001910000,73377.934775430389
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001920000,40164.921443933083
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001930000,61853.438893666738
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001940000,60967.00047264657
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001950000,50649.424960348901
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001960000,47677.332477386233
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001970000,84511.435879167417
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001980000,51149.522907446662
http://linked.data.gov.au/dataset/asgs2011/meshblock/80001990000,29772.140472255989
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002000000,29927.146878257616
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002010000,51298.391202003841
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002021000,53348.919980030165
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002022000,26398.167066216392
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002030000,44038.777382632579
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002040000,36218.71827296845
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002050000,33824.663809270089
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002060000,28171.197116314586
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002070000,21188.511187768243
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002080000,40380.559395141121
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002090000,6636.6729271428849
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002100000,62135.583452047322
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002110000,38037.149384973782
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002120000,102129.82379992053
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002130000,37823.353671224671
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002140000,38875.855736444559
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002150000,33391.061818799186
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002160000,49862.39715515713
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002170000,62738.511140294322
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002180000,25801.373518918124
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002190000,38242.795430722334
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002200000,49291.651529477465
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002210000,72921.623041297746
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002220000,45359.353974976628
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002230000,66274.335479985632
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002240000,58222.374921656243
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002250000,50895.947625191649
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002260000,60685.430736126364
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002270000,18040.106324477907
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002280000,34888.680953119794
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002290000,45478.447574184975
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002300000,85883.149806201443
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002310000,3807.0114328507366
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002320000,564839.74617153499
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002330000,41550.530772386068
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002340000,31351.471427724769
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002350000,108955.42080575835
http://linked.data.gov.au/dataset/asgs2011/meshblock/80002360000,24908.128243950741
